user,course,course_grade,course_topic,easy_correct,medium_correct,hard_correct,upcoming_assignment,days_to_deadline,target
15,CMSC351,65.15281633554008,Rigorous Time,69.15235713883717,66.84849287414877,62.80991529128608,0,,0.19655967542380243
15,CMSC351,65.15281633554008,Maximum Contiguous Sum,87.58498099157023,60.44045803138933,75.36181304431358,0,,0.3117480007080886
15,CMSC351,65.15281633554008,BubbleSort,65.06714448809977,62.64997367652006,76.57966105798981,0,,0.2888672214397212
15,CMSC351,65.15281633554008,SelectionSort,75.233647663511,71.55187710169243,57.76088538202676,1,0.5768884062014423,0.5159859080528834
15,CMSC351,65.15281633554008,InsertionSort,73.32861352707025,94.05186440819496,73.49700697987147,1,0.3104372953505865,0.6233691027975625
15,CMSC351,65.15281633554008,Binary Search,63.39179477402871,55.66409819974229,47.32276619445801,1,0.3540939095338793,0.7390555482729652
15,CMSC351,65.15281633554008,"Recurrence Relations, Trees, Digging Down",60.89851748641281,57.395495517227566,57.84775860376217,1,0.39781094256353644,0.42766105857660064
15,CMSC351,65.15281633554008,Master Theorem,74.55429110255818,89.33264508775446,81.92636842736339,1,0.9259894252937659,0.3153863522937232
15,CMSC351,65.15281633554008,MergeSort,73.12808578748144,53.023805686810235,61.88612340682052,1,0.8022409773384944,0.5386856311592391
15,CMSC351,65.15281633554008,Heaps and HeapSort,84.35480292253506,55.494629046381085,90.60857576007601,0,,0.23419230662252793
15,CMSC351,65.15281633554008,QuickSort,72.10574519478051,59.01139513589135,72.41203641551353,1,0.15635875305939007,0.6769373764447163
15,CMSC351,65.15281633554008,Limitations on Comparison-Based Sorting,84.75509302352695,83.9564421673865,51.62708181523573,1,0.6164789782698766,0.42898419247976094
15,CMSC351,65.15281633554008,CountingSort,64.56185636451448,60.07577628699502,40.14832343560542,1,0.4056443253943546,0.4826674424453169
15,CMSC351,65.15281633554008,RadixSort,65.52361220894639,73.65679943649268,57.2684593738926,1,0.8643932023011627,0.3453527825962458
15,CMSC351,65.15281633554008,Integer Multiplication,61.18015767829141,81.8094374929126,45.050837672825466,0,,0.36518464036755693
15,CMSC351,65.15281633554008,Graphs,61.239653164858126,58.61781144524424,40.09081596174688,1,0.3456810205950209,0.6467533416378148
15,CMSC351,65.15281633554008,Shortest Path,84.9862845281298,85.11859716582296,65.92131785121751,1,0.3412928254379074,0.5942307329980432
15,CMSC351,65.15281633554008,Breadth-First Traverse,90.10388677065583,89.02708430587137,72.89226547574722,1,0.883290690903937,0.5042002297244738
15,CMSC351,65.15281633554008,Depth-First Traverse,72.05473347472335,60.307767552064035,58.535170111952375,1,0.7877657359396181,0.3349888554596494
15,CMSC351,65.15281633554008,Dijkstras Algorithm,78.31388814458278,87.48671496885197,42.58773887909062,1,0.5689447510325095,0.5633874826211679
15,CMSC351,65.15281633554008,Floyds Algorithm,62.02712967799881,69.85794965643363,41.90622703078742,1,0.7409748455887697,0.5566113016841824
15,CMSC351,65.15281633554008,Spanning Trees,79.78396123209717,80.74928802385031,67.02204861236092,0,,0.3838830195164804
15,CMSC351,65.15281633554008,Minimax Algorithm,98.81675611600204,58.13085812626255,54.908902025708485,1,0.26519468062991225,0.5707385322654959
15,CMSC351,65.15281633554008,Huffmans Algorithm,82.6781189104104,83.37639780488844,85.29008362139943,0,,0.3259627798413065
15,CMSC351,65.15281633554008,P and NP,64.92813991946505,74.90353486039442,61.01655348454726,1,0.6990495310470117,0.3210351477710557
15,COMM107,63.27890541327068,Informative Presentation,64.79268575743457,84.44528407113513,83.38219526837824,1,0.5979587302677553,0.40964803494106583
15,COMM107,63.27890541327068,Persuasive Presentation,72.59957095545698,74.70296478090492,68.73536359069624,1,0.8774309856507315,0.21232533883298266
15,COMM107,63.27890541327068,Small Group Presentation,77.94839585212415,64.12863000508271,62.13063536054549,1,0.8735344050881185,0.44474536001718656
15,COMM107,63.27890541327068,Final Presentation,73.80330890806763,82.69040438849999,86.54767498062753,1,0.8888248150778042,0.2635117693996035
15,MATH240,64.84097821435611,Systems of Linear Equations,73.76612822040575,73.76630413306634,83.35055034391002,1,0.952712976512225,0.5750702523642207
15,MATH240,64.84097821435611,Row Reduction and Echelon Forms,65.89813154625362,60.59402691725367,50.04087784138955,0,,0.32870281734835416
15,MATH240,64.84097821435611,Vector Equations,75.50430378306969,60.04460885942813,45.41882796852062,0,,0.17598811983532675
15,MATH240,64.84097821435611,The Matrix Equation,64.6723196317558,54.179016915486365,75.94036313339853,1,0.04090312466043744,0.3942059250517118
15,MATH240,64.84097821435611,Solution Sets of Linear Systems,74.86513429003935,52.61789151701241,64.12516285147169,1,0.36201534030508364,0.4586759457220842
15,MATH240,64.84097821435611,Linear Independence,76.67311661089036,75.42124853707897,83.65535045151816,1,0.2357280765427111,0.7666163456028141
15,MATH240,64.84097821435611,Introduction to Linear Transformations,83.283615470039,64.08114260451083,63.079192950476475,0,,0.3132548699216373
15,MATH240,64.84097821435611,The Matrix of a Linear Transformation,90.29672621744804,64.03658301572378,52.453937266542155,1,0.9190968324415126,0.4562817995364892
15,MATH240,64.84097821435611,Matrix Operations,95.89795846257039,62.118819230341906,72.64852796968026,0,,0.1785143683633082
15,MATH240,64.84097821435611,The Inverse of a Matrix,76.63025398891511,68.5187637930676,67.29154563265227,0,,0.35366632817514915
15,MATH240,64.84097821435611,Characterizations of Invertible Matrices,71.88642948642158,60.573799523571665,46.11050413962195,1,0.09836240790318962,0.504479843149076
15,MATH240,64.84097821435611,Subspaces of Rn,74.37333213114326,64.92481419843186,59.069349356972246,1,0.6061444659077856,0.3774635456403403
15,MATH240,64.84097821435611,Introduction to Determinants,83.77758580956242,87.65958666586909,98.43229579056677,1,0.7715980259186233,0.38103994767770966
15,MATH240,64.84097821435611,Properties of Determinants,76.1334211852808,52.965370370736366,68.05189599372949,1,0.5823648415670815,0.5206163535492063
15,MATH240,64.84097821435611,"Cramers Rule, Volume, and Linear Transformations",63.85121107655853,76.28652224820709,71.87666545806222,1,0.12162269992176944,0.6069862581167498
15,MATH240,64.84097821435611,Vector Spaces and Subspaces,66.38736024137982,57.281927241363185,83.26357437492726,1,0.12432513456307093,0.4524824856791148
15,MATH240,64.84097821435611,"Null Spaces, Column Spaces, Row Spaces, and Linear Transformations",65.06127831741755,55.04443423419926,83.24420753767872,1,0.001349071116401812,0.5600344700213172
15,MATH240,64.84097821435611,Linearly Independent Sets and Bases,75.36627776382576,97.08920314956646,44.15431656164624,1,0.947139464668213,0.488304046684579
15,MATH240,64.84097821435611,Coordinate Systems,67.86934833459776,51.85824280729303,70.99073325279885,0,,0.2843983354871475
15,MATH240,64.84097821435611,The Dimension of a Vector Space,73.01535866029582,97.4308765727461,44.77806314840426,1,0.429773841534448,0.41941704325153484
15,MATH240,64.84097821435611,Change of Basis,63.458047877864395,56.205020797642426,43.64229055159283,1,0.3480986101112772,0.48251549335046134
15,MATH240,64.84097821435611,Eigenvectors and Eigenvalues,80.07684026584059,63.673675380215485,44.07429486134053,1,0.4892050339980968,0.5975501593106594
15,MATH240,64.84097821435611,The Characteristic Equation,63.773074523585976,66.35794663930803,45.39127751363989,1,0.5049109403754634,0.6333610759130421
15,MATH240,64.84097821435611,Diagonalization,64.30265425562047,73.36858075838587,55.860595524397645,1,0.5295135778808435,0.5847531018998964
15,MATH240,64.84097821435611,Eigenvectors and Linear Transformations,75.24205338116535,79.70026344794744,96.01605047634843,1,0.3704922788973314,0.5553139937915351
15,MATH240,64.84097821435611,Complex Eigenvalues,74.10224895316207,74.89560012071482,96.84845285187731,0,,0.30528894972028237
15,MATH240,64.84097821435611,"Inner Product, Length, and Orthogonality",71.78341581946982,55.79580823251757,75.6769063227724,1,0.7151876221529234,0.3310409680153161
15,MATH240,64.84097821435611,Orthogonal Sets,60.34147164844495,76.68871493076655,60.02180939753288,0,,0.328367223101124
15,MATH240,64.84097821435611,Orthogonal Projections,64.93117250957206,64.80949433854019,97.12269651090662,0,,0.17577987475574594
15,MATH240,64.84097821435611,The Gram-Schmidt Process,74.12851171246325,66.78099729382308,84.22952901391285,1,0.21089137057281204,0.5838128204691719
15,MATH240,64.84097821435611,Least-Squares Problems,62.35015206390243,82.12262041467207,43.67908910292521,1,0.8266754029454665,0.33438381217879887
15,MATH240,64.84097821435611,Machine Learning and Linear Models,84.23947947669473,94.00160376522783,54.30980863836185,1,0.5804422132257221,0.4836536757422366
15,MATH240,64.84097821435611,Inner Product Spaces,73.46260598008467,67.40984411994818,66.55463498735298,1,0.6663761825946041,0.4571751928488429
15,MATH240,64.84097821435611,Diagonalization of Symmetric Matrices,70.05312878518905,74.29603605765385,87.28576634892838,1,0.4070633191531253,0.46585508309947865
15,MATH240,64.84097821435611,The Singular Value Decomposition,84.36841513159919,74.33359427373873,70.1258320484829,0,,0.1999179230988763
15,MATH241,68.54744305389875,3D,75.07243458648419,65.5099702820392,46.39585484956772,1,0.6634166351680109,0.30832016260503115
15,MATH241,68.54744305389875,"Points, Axes, Spheres, Distance",70.00370403868175,53.22039747515339,44.0285801868651,1,0.9943616033133413,0.6002190908482481
15,MATH241,68.54744305389875,Vectors,82.45520295645282,50.85719216144071,45.13625772621012,1,0.9627323237220898,0.5903896128506474
15,MATH241,68.54744305389875,Dot Product,91.36007781050675,76.31578820064459,78.0473739766654,0,,0.31691726316610924
15,MATH241,68.54744305389875,Cross Product,60.60948939906103,69.08096652940336,64.58926113380915,0,,0.19160871975722815
15,MATH241,68.54744305389875,Equations of Lines,91.08895453489716,61.44244888494308,40.45609986364106,1,0.6660196909628693,0.2567684590107453
15,MATH241,68.54744305389875,Equations of Planes,64.14301540034691,62.96445527947348,60.466334485653505,1,0.6762317335794265,0.549525404213494
15,MATH241,68.54744305389875,Basics of Vector Valued Functions,68.0928293806945,50.61516659906266,63.2490358337001,1,0.1840940721646538,0.6616064866290572
15,MATH241,68.54744305389875,Limits of Vector Valued Functions,71.7230372003022,53.70975016273376,71.53276858800712,1,0.3516831008587291,0.7103904497134205
15,MATH241,68.54744305389875,Derivatives and Integrals of Vector Valued Functions,89.67509340250547,57.99206117751651,65.05442649045708,1,0.024707179543021596,0.4804934881717092
15,MATH241,68.54744305389875,Curves and Associated Definitions,73.53491467007352,73.33588576505916,45.52355426018259,0,,0.38636690192876183
15,MATH241,68.54744305389875,Tangents and Normals to Curves,82.70879185908765,56.555227308110645,74.93650993861516,0,,0.2985112799597471
15,MATH241,68.54744305389875,Functions of Several Variables,72.39011740726244,70.06063477796302,64.97138134117729,1,0.4850458474535908,0.502794770343972
15,MATH241,68.54744305389875,Partial Derivatives,67.39766308303294,76.26646109487555,56.61449257125503,1,0.26850594290112095,0.5367511345877706
15,MATH241,68.54744305389875,The Chain Rule,62.62611458899518,52.78298882034769,72.4516288294106,1,0.3758129073330134,0.5796227327827688
15,MATH241,68.54744305389875,The Directional Derivative,63.555836688454946,88.88349018011446,58.98953988923812,1,0.26495814667378537,0.717139801857773
15,MATH241,68.54744305389875,The Gradient,69.14253168094,85.07951718873878,92.49445433583335,1,0.33146251751360245,0.6020744962187934
15,MATH241,68.54744305389875,Tangent Plane Approximation,70.64753676405329,68.81553205591207,52.3437890011141,1,0.39803384920173857,0.4296652018724896
15,MATH241,68.54744305389875,Maxima and Minima,71.55839643705755,72.83086668558265,51.9356517666546,1,0.3819822165704422,0.4756007083395297
15,MATH241,68.54744305389875,Lagrange Multipliers,64.3985856649213,77.52731819571159,42.24804129758934,1,0.6539609656927761,0.41882865347059905
15,MATH241,68.54744305389875,Double Integrals,61.869314172351636,89.41936775871172,80.35818424543709,1,0.4694951739108695,0.4605700713886833
15,MATH241,68.54744305389875,Double Integrals in Polar,75.52302133755326,51.87881932529528,41.37700987963541,1,0.6582555591670283,0.5880886360304313
15,MATH241,68.54744305389875,Triple Integrals in Rectangular,74.33396940078617,97.49056512228674,84.76794816600048,0,,0.21681083590859712
15,MATH241,68.54744305389875,Triple Integrals in Polar,86.73792288828777,68.06839949804473,75.29753119975491,0,,0.18020620086757505
15,MATH241,68.54744305389875,Triple Integrals in Spherical,61.393071653366256,57.73276416438834,97.10491048762009,1,0.27334490815493284,0.7534042145089519
15,MATH241,68.54744305389875,Change of Variables,76.91656647695098,70.23507985605707,64.2803869634116,0,,0.2209655516967639
15,MATH241,68.54744305389875,Parametrization of Surfaces,72.90164858400966,84.82504517754457,98.56219094491921,0,,0.33341337898603696
15,MATH241,68.54744305389875,Vector Fields,69.21998375671363,82.08697466434872,82.76734200593978,0,,0.41579153955565923
15,MATH241,68.54744305389875,Line Integrals of Functions and VFs,63.7181497843778,61.59306087840521,48.18109602993505,1,0.4458003014353247,0.6864563681547182
15,MATH241,68.54744305389875,The Fundamental Theorem of Line Integrals,81.34143131136393,82.608687974614,80.20611152131522,0,,0.226446161748306
15,MATH241,68.54744305389875,Greens Theorem,69.94604027233197,62.51680735616248,50.15077607569104,1,0.6019355872063953,0.4291974609417222
15,MATH241,68.54744305389875,Surface Integrals of Functions,61.33999173460566,66.01912351370706,80.84605010113508,0,,0.23723015258425054
15,MATH241,68.54744305389875,Surface Integrals of Vector Fields,60.364085578146934,61.64150294687768,83.6734767322664,0,,0.1427416017651777
15,MATH241,68.54744305389875,Stokes Theorem,70.39829375204685,64.9573711694944,68.1304359736629,1,0.1905648918678502,0.3767188879712263
15,MATH241,68.54744305389875,The Divergence Theorem (Gauss's theorem),77.14862641184297,59.53004125872267,96.0705755199377,1,0.22535965960828186,0.4894086702341758
15,MATH246,66.53291275320676,Introduction to First-Order DEs,63.98633789551352,62.31439199593917,81.03317768345525,1,0.8262079296305661,0.40000748192015895
15,MATH246,66.53291275320676,Linear First-Order DEs,80.09256418358511,53.52247851864969,66.7779146562156,0,,0.22683130085826983
15,MATH246,66.53291275320676,Separable DEs,73.78853070182303,72.59694793081297,99.19400001816587,1,0.22359349097935433,0.5719557936543601
15,MATH246,66.53291275320676,Graphical Methods,77.54853365707434,63.98626462120328,61.364400720123015,1,0.2268259324050319,0.4845451729516158
15,MATH246,66.53291275320676,Applications,74.42038292147998,53.70280912629078,53.298020065493844,1,0.476096621425819,0.5289344266278803
15,MATH246,66.53291275320676,Approximation Methods,89.08457804280249,63.4356150796381,88.5213422028083,1,0.09777319451126598,0.6776590665173143
15,MATH246,66.53291275320676,Exact Differential Equations,86.57644623629824,60.42694787050936,67.91978230724763,1,0.41974913212476417,0.5171130604823857
15,MATH246,66.53291275320676,Introduction to Higher Order Linear Differential Equations,60.09208307382875,67.11587141639123,54.2926284663219,1,0.5366108257835716,0.37516603851834784
15,MATH246,66.53291275320676,Matrices and Determinants,65.4077620499059,72.82406275908832,48.70998715272986,1,0.8160384773096527,0.3673697998774098
15,MATH246,66.53291275320676,Homogeneous DEs - Method and Theory,87.3557191498367,89.08848024223046,47.34933590793351,0,,0.31588960636338526
15,MATH246,66.53291275320676,Homogeneous DEs with Constant Coefficients,73.00446455461693,70.34437203764469,91.85888098021431,1,0.20838404556210866,0.5526474812843498
15,MATH246,66.53291275320676,Nonhomogeneous DEs - Method and Theory,61.60471571811784,80.981481691831,70.78589608162956,0,,0.3071415027670704
15,MATH246,66.53291275320676,The Method of Undetermined Coefficients,76.83685255381289,61.24279293929512,58.26486406961405,0,,0.176391122409276
15,MATH246,66.53291275320676,Variation of Parameters,82.72582562324301,57.97434066895381,59.342558648956405,0,,0.22197647398245146
15,MATH246,66.53291275320676,Mechanical Vibrations,64.70388092905422,69.53612834890633,78.31097737535504,1,0.5647017424946776,0.3969064323370886
15,MATH246,66.53291275320676,Laplace Transforms,76.28970433448191,70.35103579127166,69.83909772899861,1,0.6013748839576266,0.5577691559357674
15,MATH246,66.53291275320676,Introduction to First Order Systems,79.98018903970545,93.67044934736273,59.533933402270165,1,0.16509988545806809,0.7309578069743097
15,MATH246,66.53291275320676,Matrix and Vector Essentials,67.14261083107793,96.96497964052574,79.82379160408112,1,0.9037820766836607,0.4906159613389684
15,MATH246,66.53291275320676,Notations and Theory for Systems,62.815760735689494,55.259661863698696,94.6177308956061,1,0.4250340218342693,0.4836060595329038
15,MATH246,66.53291275320676,Using Eigenpairs to Construct Solutions,78.32763635505492,80.70041442730579,85.25007126781148,0,,0.17268636607305832
15,MATH246,66.53291275320676,Graphing Solutions,61.241681168289226,55.669186149630576,43.33516796786075,1,0.8834863290228295,0.5587023531579671
15,MATH246,66.53291275320676,Hamiltonian Systems,65.7614329635455,64.43521883521453,97.26678609232405,1,0.48573783573528806,0.5416934979672258
15,MATH246,66.53291275320676,Linearization of Nonlinear Systems,73.58280852614654,65.78058714478,66.82325075788512,0,,0.22119438542130454
15,MATH246,66.53291275320676,Population Dynamics,72.94432564054787,77.27659308841,75.25037678719383,0,,0.31884319569251784
16,CMSC320,63.09240115955154,Introduction to Data Science and Data Type,95.42109391932965,74.56461820896847,73.32349301928883,1,0.2959352859438804,0.4225600093509948
16,CMSC320,63.09240115955154,Experiment Design,78.40394135738893,61.84173402401619,40.58473244095654,1,0.7614731937237422,0.47808160262173405
16,CMSC320,63.09240115955154,Pandas and SQL,81.78772119302681,83.95115098824525,95.68836629049139,1,0.13555699085932593,0.6665125920134007
16,CMSC320,63.09240115955154,"Probability, Distributions, and Summary Stats",83.92134438776579,55.53057467640248,87.36815713561583,0,,0.1707774696993145
16,CMSC320,63.09240115955154,Hypothesis Testing,66.8455573764106,82.56622421233217,94.83881147833972,1,0.24338597626340763,0.4154322755100639
16,CMSC320,63.09240115955154,Data Visualization,70.12817622548255,73.67297531421873,74.00791225788335,1,0.7698313809088984,0.43910415759211124
16,CMSC320,63.09240115955154,Data Exploration,86.11232658699426,78.79668016891598,83.30506704758555,1,0.4713986995297762,0.4893886483002957
16,CMSC320,63.09240115955154,Data Cleaning,88.80482650486852,87.0715734202821,77.0423845936304,1,0.7193606840879477,0.3818834921582011
16,CMSC320,63.09240115955154,Introduction to Machine Learning,61.20738209218975,72.12200390967402,80.47642971860014,0,,0.3572036255784052
16,CMSC320,63.09240115955154,Feature Engineering,71.3217552450694,79.15042894432993,82.65156196733068,1,0.07313855007559034,0.6968289062845292
16,CMSC320,63.09240115955154,Decision Tree,84.15079042815415,60.811295226586836,61.853428224674964,1,0.4282163662907237,0.5424580172082446
16,CMSC320,63.09240115955154,Classifications,74.41940003361056,89.1153238213862,81.43714560697315,0,,0.2017980766566247
16,CMSC320,63.09240115955154,Regression,84.00314299227168,65.44737024191593,62.39455464473879,0,,0.35984403673890575
16,CMSC320,63.09240115955154,Unsupervised Learning & Dimensionality Reduction,67.43665945762896,65.84746283900176,48.34017771036855,0,,0.24084506579735943
16,CMSC320,63.09240115955154,Introduction to Neural Network,83.11211228168605,80.20346268665367,94.52787285805977,1,0.2759875214936599,0.4943634711533519
16,CMSC320,63.09240115955154,Image Processing,87.48988376283792,92.61985090126552,80.1825788090489,1,0.9652013723121744,0.575575434061123
16,CMSC320,63.09240115955154,Intro to Natural Language Processing,87.16199754599646,67.21340736779196,89.18463577165997,0,,0.119940028684146
16,CMSC320,63.09240115955154,Introduction to Graph Theory,67.38257485605536,83.98854987183515,75.65276783435905,0,,0.23880954205253607
16,CMSC320,63.09240115955154,Recommender System,93.34438647441247,72.77613795663864,44.40656723975612,1,0.4941075411589644,0.4296225629127772
16,CMSC320,63.09240115955154,Data Ethics,73.85859164890026,50.187778275010146,88.79772335374923,1,0.05065890342262147,0.6253302560749335
16,CMSC351,74.30368528989167,Introduction,71.18145185934054,73.97730104706828,68.49077961924333,1,0.2478114411394976,0.49367358104324915
16,CMSC351,74.30368528989167,Coin Changing,67.87840829933414,68.02093008439817,63.74729785869213,0,,0.3938797702983965
16,CMSC351,74.30368528989167,Big Notation,83.38262219333512,86.32399683106216,90.33037840175055,0,,0.36068521733195397
16,CMSC351,74.30368528989167,Rigorous Time,70.42034486721192,91.46590777294472,83.05730458661482,1,0.2273626423963424,0.7526039846575148
16,CMSC351,74.30368528989167,Maximum Contiguous Sum,68.56067843039926,79.99143529475091,83.93861636857632,1,0.21958913021329318,0.5006217830551581
16,CMSC351,74.30368528989167,BubbleSort,84.45299792626587,53.40951193266615,59.35335109430958,1,0.8913880558283386,0.4157192327917085
16,CMSC351,74.30368528989167,SelectionSort,91.55141521958299,86.120782820241,76.74681803975898,1,0.7348407983855157,0.7309777039750776
16,CMSC351,74.30368528989167,InsertionSort,85.49496431806935,76.28863827681995,74.71521407509105,0,,0.1710430290311382
16,CMSC351,74.30368528989167,Binary Search,74.11767504804205,83.20802578505129,85.21297985610981,0,,0.421566470466475
16,CMSC351,74.30368528989167,"Recurrence Relations, Trees, Digging Down",80.41777732194869,64.67871347470802,97.09701767229939,0,,0.16200881938945888
16,CMSC351,74.30368528989167,Master Theorem,76.24685901709397,92.97843262562091,85.06666806508328,0,,0.2290660203423807
16,CMSC351,74.30368528989167,MergeSort,64.26933310925985,83.15301160662993,81.2676586254159,0,,0.37532061753387524
16,CMSC351,74.30368528989167,Heaps and HeapSort,63.375564651359184,97.68394591834928,79.96050994384086,1,0.7982223411177607,0.26998014681592963
16,CMSC351,74.30368528989167,QuickSort,84.1063565683214,94.77161981760945,90.11171548447045,1,0.32114300699641307,0.7789372230239457
16,CMSC351,74.30368528989167,Limitations on Comparison-Based Sorting,67.16601656024203,63.57044817040792,51.448085347275125,1,0.07650190740547147,0.564263991698256
16,CMSC351,74.30368528989167,CountingSort,76.80359328586148,79.2309131625978,44.63679847013231,0,,0.28064556277731934
16,CMSC351,74.30368528989167,RadixSort,82.95753465215853,62.00771508816602,89.43212213295573,1,0.14312932439280224,0.5155392019770523
16,CMSC351,74.30368528989167,Integer Multiplication,79.21151445463701,96.37884010727666,49.67666445508177,1,0.21735411943452065,0.5176402918177068
16,CMSC351,74.30368528989167,Graphs,65.31168648780172,77.38011496077404,76.83707614567692,1,0.9748785968794829,0.6388478974288745
16,CMSC351,74.30368528989167,Shortest Path,87.17996324631935,96.82097546578743,84.5808671898528,1,0.7854606980782648,0.4410457635559081
16,CMSC351,74.30368528989167,Breadth-First Traverse,61.18328735008494,69.0981474549258,81.62307345053232,1,0.39009553658923213,0.5861837738119061
16,CMSC351,74.30368528989167,Depth-First Traverse,73.69733037522454,80.26829839247982,54.34776404008069,1,0.7541647073936536,0.4681665749722523
16,CMSC351,74.30368528989167,Dijkstras Algorithm,63.409895000606554,83.57317225532844,75.60395812492791,0,,0.18871603942662643
16,CMSC351,74.30368528989167,Floyds Algorithm,83.10787210358063,87.84498409581028,73.43125781956891,1,0.9035134944270566,0.5380636979371931
16,CMSC351,74.30368528989167,Spanning Trees,62.07542648590122,84.59245996984146,69.28664912943569,0,,0.4949381809521012
16,CMSC351,74.30368528989167,Minimax Algorithm,62.78001247322656,89.82666188409709,79.74048619989424,1,0.5528407951533598,0.6096268693772505
16,CMSC351,74.30368528989167,Huffmans Algorithm,75.73281214322503,72.47345069597469,90.03690348046581,1,0.3623537998680364,0.4871966930053857
16,CMSC351,74.30368528989167,P and NP,70.4239208060916,68.47202820725768,70.38940473138354,1,0.6440479742160329,0.6855060438443453
16,COMM107,99.43610708367284,Informative Presentation,81.68386354953614,69.52541104832292,40.97616343329876,1,0.978427155689317,0.47065174083190775
16,COMM107,99.43610708367284,Persuasive Presentation,60.446365160735894,87.7171236074715,85.85780936358034,1,0.9051389218580177,0.4468091968055442
16,COMM107,99.43610708367284,Small Group Presentation,69.14669517156842,97.16260259603928,72.43930176392318,1,0.6010855946230037,0.45472583707041736
16,COMM107,99.43610708367284,Final Presentation,72.40419677305822,54.400539339701595,75.83635362577868,0,,0.3417499354597557
16,MATH240,70.35322693660494,Systems of Linear Equations,96.02931444900767,87.34491424911249,69.4949850084944,1,0.733600902294869,0.5276948607348038
16,MATH240,70.35322693660494,Row Reduction and Echelon Forms,74.67348480958667,54.67016391226086,72.36668443437739,1,0.11224457591537185,0.631277278235703
16,MATH240,70.35322693660494,Vector Equations,85.90944430141242,87.21514992877331,97.889185262594,1,0.10901499309135942,0.4961962840184091
16,MATH240,70.35322693660494,The Matrix Equation,85.23981442717137,84.90110895700082,98.68257123912595,1,0.7870760950636542,0.42348709971783877
16,MATH240,70.35322693660494,Solution Sets of Linear Systems,81.14692918714013,89.34116695421434,89.23992871194758,0,,0.2701665327828411
16,MATH240,70.35322693660494,Linear Independence,75.2475213088448,82.80188046697279,94.90116799747388,1,0.9681681569862567,0.59399615460909
16,MATH240,70.35322693660494,Introduction to Linear Transformations,67.12562445238419,85.70153816465071,76.12524217444702,1,0.6471259697601098,0.44849363609035364
16,MATH240,70.35322693660494,The Matrix of a Linear Transformation,68.78781856931437,73.50912952271993,71.47978049060316,0,,0.48470073158021487
16,MATH240,70.35322693660494,Matrix Operations,74.5482186278563,89.20680029792211,71.88130586626923,1,0.05458078221343077,0.4777270990211326
16,MATH240,70.35322693660494,The Inverse of a Matrix,84.90683032456755,89.87851924781666,79.05529631529723,1,0.7047595730712579,0.3972582665867245
16,MATH240,70.35322693660494,Characterizations of Invertible Matrices,82.12624996652771,69.8027843540016,59.68518988082696,1,0.8020986347943132,0.3291788304455897
16,MATH240,70.35322693660494,Subspaces of Rn,97.72840513807915,71.34788687675089,79.98540695395232,1,0.18745348321872746,0.6546293340664187
16,MATH240,70.35322693660494,Introduction to Determinants,83.73308341159786,90.26900819932693,88.5785344970615,0,,0.31039124968516146
16,MATH240,70.35322693660494,Properties of Determinants,63.174363384010974,51.05033805655411,90.93721368960163,0,,0.25464201726209196
16,MATH240,70.35322693660494,"Cramers Rule, Volume, and Linear Transformations",95.18325547479618,77.29268344737159,46.119438286017484,1,0.7191057163450421,0.4379389981169962
16,MATH240,70.35322693660494,Vector Spaces and Subspaces,83.90677517215552,78.94515588885233,79.00630734076657,0,,0.22524775755413795
16,MATH240,70.35322693660494,"Null Spaces, Column Spaces, Row Spaces, and Linear Transformations",95.20251086509118,80.39179257879229,71.21911834437411,1,0.9258934782064204,0.5835994551679444
16,MATH240,70.35322693660494,Linearly Independent Sets and Bases,90.24050420083967,97.56075646291599,57.51948797528049,1,0.9768148984893553,0.2565706391414653
16,MATH240,70.35322693660494,Coordinate Systems,74.15222060896087,91.50061214656827,82.00677063392693,1,0.1937077339551574,0.66928339192053
16,MATH240,70.35322693660494,The Dimension of a Vector Space,74.69947922208304,75.53319536168931,71.16142923142607,1,0.2539884079132707,0.4834927256343502
16,MATH240,70.35322693660494,Change of Basis,76.3517915760865,87.76099522159926,73.63109828690138,1,0.3521156569897592,0.5492738099556079
16,MATH240,70.35322693660494,Eigenvectors and Eigenvalues,77.71740438633341,67.11307109446639,90.60718002280512,1,0.747755647251,0.40530082684775787
16,MATH240,70.35322693660494,The Characteristic Equation,75.91586459414393,56.8266168487851,90.00006244866938,1,0.4555693103174133,0.5382928429961584
16,MATH240,70.35322693660494,Diagonalization,88.61241558670582,98.53854391654413,73.64701520119576,1,0.663390325032816,0.4273501744166224
16,MATH240,70.35322693660494,Eigenvectors and Linear Transformations,81.56778949452939,80.14758893736102,74.56714098184031,1,0.27914225885013355,0.48776167989850283
16,MATH240,70.35322693660494,Complex Eigenvalues,85.753160632334,84.48476251255849,68.52588057561299,1,0.14268912410994417,0.6736451888132413
16,MATH240,70.35322693660494,"Inner Product, Length, and Orthogonality",85.96824057641346,99.04117165474088,77.00618309252168,1,0.021981159773491243,0.3869010549676004
16,MATH240,70.35322693660494,Orthogonal Sets,82.3114820283888,55.33711665795603,62.12798875404192,1,0.4483543557565721,0.555789399309088
16,MATH240,70.35322693660494,Orthogonal Projections,80.50712483350563,78.62587659710887,85.62532615307545,1,0.8681510850148797,0.4763926272370951
16,MATH240,70.35322693660494,The Gram-Schmidt Process,94.47014084740553,99.50403279641367,89.84611337022538,1,0.36388193992599116,0.4724699758739385
16,MATH240,70.35322693660494,Least-Squares Problems,74.70684269936008,90.02058562721392,77.51870508979485,0,,0.34142440083526043
